Fundos,Setor,Preço Atual (R$),Liquidez Diária (R$),P/VP,Último Dividendo,Dividend Yield,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) média,DY (6M) média,DY (12M) média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líquido,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. Período,Rentab. Patr. Acumulada,Quant. Ativos,Volatilidade,Num. Cotistas,Tax. Gestão,Tax. Performance,Tax. Administração
NVIF11B,Fundo de Desenvolvimento,"227,50",N/A,"0,86","1,11","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"88.829.544,94","263,28","0,86","0,42 %","-15,74 %","-15,38 %","5,40 %",2,N/A,7,N/A,N/A,N/A
NVRP11,Indefinido,"150,00","5.250,00",N/A,"64,73","107,40 %","0,00 %","0,00 %","107,40 %","0,00 %","0,00 %","107,40 %","107,40 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"412,24",0,N/A,N/A,N/A
OBAL11,Imóveis Residenciais,"1.095,00","1.095,00","0,91","81,96","0,00 %","0,00 %","7,34 %","7,34 %","0,00 %","3,67 %","3,67 %","7,34 %","0,00 %","0,00 %",N/A,"169.990.949,91",N/A,N/A,N/A,N/A,N/A,N/A,4,"13,68",108,N/A,N/A,N/A
OCRE11,Papéis,"103,69","65.890,81","1,08","0,64","0,76 %","2,48 %","4,58 %","9,33 %","0,83 %","0,76 %","0,78 %","6,07 %","15,23 %","16,10 %","-0,88 %","36.780.525,58",N/A,N/A,N/A,N/A,N/A,N/A,1,"67,28",478,N/A,N/A,N/A
OGHY11,Indefinido,"8,72","22.847,10","0,14","9,40","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,99 %","0,00 %","0,00 %",N/A,"118.155.565,38",N/A,N/A,N/A,N/A,N/A,N/A,14,"57,14",8.102,N/A,N/A,N/A
OGIN11,Misto,"7,98","69.125,26",N/A,"0,08","1,00 %","2,50 %","3,47 %","11,44 %","0,83 %","0,58 %","0,95 %","4,55 %","-2,45 %","-1,47 %","-13,02 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"22,01",0,N/A,N/A,N/A
OIAG11,Indefinido,"7,79","117.307,87","0,79","0,11","1,41 %","4,22 %","8,52 %","17,18 %","1,41 %","1,42 %","1,43 %","11,47 %","-0,76 %","0,63 %","29,52 %","88.338.857,95","9,78","0,80","1,12 %","0,00 %","0,00 %","0,00 %",0,"16,75",12.952,N/A,"1,10 % a.a","20,00 % a.a"
ONDV11,Exploração de Imóveis,"9,25","10.400,30","0,77","0,13","1,25 %","1,25 %","1,25 %","1,25 %","0,42 %","0,21 %","0,21 %","1,25 %","0,00 %","0,00 %",N/A,"12.141.555,77",N/A,N/A,N/A,N/A,N/A,N/A,14,"72,84",220,N/A,N/A,N/A
ONEF11,Lajes Corporativas,"200,03","114.431,47","3,13","2,85","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38","182,79","1,09","17,78 %","-9,26 %","6,88 %","30,26 %",14,"9,40",8.102,N/A,N/A,N/A
OPTM11,Misto,N/A,N/A,N/A,"0,14","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"4.350.284,63",N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,15,N/A,N/A,N/A
ORPD11,Fundo de Desenvolvimento,"93,00","402,75","0,66","1,38","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"41.038.624,14","124,68","0,75","1,11 %","0,95 %","2,06 %","2,06 %",14,"24,80",6,N/A,N/A,N/A
OUFF11,Fundo de Fundos,"61,10","264.340,11","0,96","0,76","1,25 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","7,10 %","-1,44 %","-0,20 %","-4,01 %","118.155.565,38","78,55","0,78","0,96 %","3,49 %","4,49 %","11,00 %",1,"0,13",8.102,N/A,"0,35 % a.a","30,00 % a.a"
OUJP11,Papéis,"77,22","416.881,74","0,78","1,00","1,28 %","4,34 %","8,32 %","16,52 %","1,45 %","1,39 %","1,38 %","11,57 %","-5,12 %","-3,90 %","23,75 %","325.127.666,41","99,97","0,77","1,34 %","0,08 %","1,42 %","16,56 %",14,"17,07",25.265,N/A,"1,05 % a.a","20,00 % a.a"
OULG11,Imóveis Industriais e Logísticos,"36,40","1.168.659,17","0,61","0,02","0,05 %","0,70 %","0,70 %","3,07 %","0,70 %","0,70 %","0,26 %","3,07 %","2,13 %","2,18 %","26,59 %","153.008.792,32","61,67","0,59","0,40 %","-7,83 %","-7,47 %","-14,33 %",2,"19,58",3.455,N/A,"1,00 % a.a",N/A
OURE11,Misto,"78,20","224.923,68","1,23","1,09","1,39 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","8,68 %","3,84 %","5,28 %","19,42 %","118.155.565,38","100,43","0,78","1,08 %","10,33 %","11,52 %","23,93 %",1,"6,17",8.102,N/A,"0,95 % a.a","25,00 % a.a"
PABY11,Fundo de Desenvolvimento,"10,76","132,67","0,23","0,13",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"-23.263.588,07","251,42","0,04","0,00 %","1,74 %","1,74 %","5,49 %",15,"46,62",502,N/A,N/A,N/A
PATA11,Misto,"9,88","3.783,10","0,99","0,11","1,02 %","2,74 %","5,80 %","11,18 %","0,91 %","0,97 %","1,02 %","8,51 %","-1,05 %","-0,04 %","7,69 %","17.045.133,18",N/A,N/A,N/A,N/A,N/A,N/A,14,"81,55",255,N/A,N/A,N/A
PATB11,Lajes Corporativas,N/A,N/A,N/A,"6,81","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"845.569.509,67",N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,1,N/A,N/A,N/A
PATC11,Fundo de Desenvolvimento,"38,55","340.465,96","0,93","0,05","0,13 %","0,70 %","1,97 %","4,53 %","0,70 %","0,33 %","0,38 %","2,84 %","-0,03 %","0,10 %","15,06 %","143.288.944,84","41,21","0,94","0,17 %","-46,05 %","-45,96 %","-48,40 %",4,"13,01",5.283,N/A,"1,18 % a.a",N/A
PATL11,Imóveis Industriais e Logísticos,"57,47","401.769,87","0,59","0,57","1,01 %","3,50 %","7,24 %","14,48 %","1,17 %","1,21 %","1,21 %","9,86 %","7,30 %","8,39 %","45,11 %","482.036.737,91","96,57","0,60","0,72 %","-1,58 %","-0,87 %","6,57 %",4,"23,99",25.727,N/A,"1,13 % a.a",N/A
PCAS11,Indefinido,N/A,N/A,N/A,"428,57","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"270.521.885,84",N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,100,N/A,N/A,N/A
PEMA11,Papéis,"39,01","407,33","0,64","0,37","1,02 %","1,84 %","10,80 %","19,68 %","0,61 %","1,80 %","1,64 %","13,33 %","-16,63 %","-15,78 %","15,03 %","33.837.741,73",N/A,N/A,N/A,N/A,N/A,N/A,14,"131,53",293,N/A,N/A,N/A
PFIN11,Indefinido,"77,16","950.829,22",N/A,"0,75","0,98 %","1,94 %","1,94 %","5,33 %","0,65 %","0,32 %","0,44 %","1,94 %","-2,09 %","-1,13 %","20,10 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"17,92",0,N/A,"0,60 % a.a",N/A
PICE11,Indefinido,"37,61","104.246,87",N/A,"0,40","1,16 %","0,00 %","1,16 %","1,16 %","0,00 %","0,19 %","0,10 %","1,16 %","-8,02 %","-6,95 %","-6,95 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"40,74",0,N/A,N/A,N/A
PLAG11,Indefinido,"49,07","823.494,57","0,80","0,51","1,04 %","2,94 %","6,09 %","12,51 %","0,98 %","1,02 %","1,04 %","8,34 %","1,03 %","2,08 %","27,79 %","321.814.836,94",N/A,N/A,N/A,N/A,N/A,N/A,12,"10,16",15.854,N/A,"1,00 % a.a",N/A
PLCA11,Indefinido,"69,23","50.428,70","0,73","1,00","1,40 %","4,19 %","7,38 %","15,95 %","1,40 %","1,23 %","1,33 %","10,63 %","-0,71 %","0,68 %","22,92 %","53.288.715,70","95,67","0,72","1,05 %","0,00 %","0,00 %","0,00 %",0,"17,43",2.548,N/A,"1,15 % a.a","10,00 % a.a"
PLCR11,Papéis,"79,15","864.020,00","0,87","0,90","0,00 %","2,26 %","5,76 %","12,35 %","0,75 %","0,96 %","1,03 %","8,28 %","0,00 %","0,00 %",N/A,"192.110.857,40","91,08","0,87","0,99 %","0,43 %","1,42 %","11,65 %",1,"20,61",14.035,N/A,"1,20 % a.a",N/A
PLOG11,Imóveis Industriais e Logísticos,"66,71","70.165,04","0,63","0,70","0,99 %","3,05 %","6,10 %","12,13 %","1,02 %","1,02 %","1,01 %","4,09 %","2,01 %","3,02 %","0,55 %","79.648.071,76","100,39","0,66","0,75 %","-0,02 %","0,72 %","8,77 %",1,"16,63",3.284,N/A,N/A,N/A
PLRI11,Papéis,"12,39","2.892,20","0,83","0,11","0,92 %","0,92 %","16,59 %","68,68 %","0,92 %","2,77 %","5,72 %","34,31 %","-24,58 %","-23,88 %","25,21 %","14.031.870,24","18,24","0,68","0,46 %","-43,28 %","-43,02 %","-51,53 %",1,"137,56",874,N/A,N/A,N/A
PMFO11,Misto,"85,96","364.986,00","1,00","0,84","0,00 %","0,00 %","2,98 %","7,66 %","0,00 %","0,50 %","0,64 %","4,87 %","0,00 %","0,00 %",N/A,"84.255.475,00",N/A,N/A,N/A,N/A,N/A,N/A,14,"30,24",193,N/A,N/A,N/A
PMIS11,Misto,"7,60","271.547,78","0,82","0,09","1,16 %","3,62 %","7,19 %","14,61 %","1,21 %","1,20 %","1,22 %","9,75 %","-2,58 %","-1,45 %","12,88 %","137.155.186,75",N/A,N/A,N/A,N/A,N/A,N/A,14,"25,50",7.060,N/A,"1,10 % a.a","20,00 % a.a"
PNCR11,Imóveis Residenciais,"68,65","2,96","1,39","2,04","0,00 %","0,00 %","0,00 %","9,18 %","0,00 %","0,00 %","0,77 %","12,84 %","0,00 %","0,00 %",N/A,"24.723.629,86",N/A,N/A,N/A,N/A,N/A,N/A,14,"60,91",113,N/A,N/A,N/A
PNDL11,Fundo de Desenvolvimento,"1.040,00","1.600.560,00","0,98","3,00","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"153.139.195,98",N/A,N/A,N/A,N/A,N/A,N/A,14,"8,48",56,N/A,N/A,N/A
PNPR11,Fundo de Desenvolvimento,"49,00","2.981.160,00","1,34","19,05","25,23 %","0,00 %","0,00 %","25,23 %","0,00 %","0,00 %","8,41 %","25,23 %","0,00 %","0,00 %",N/A,"32.864.819,24",N/A,N/A,N/A,N/A,N/A,N/A,1,"72,97",17,N/A,N/A,N/A
PNRC11,Indefinido,"64,45","105,00","1,54","0,66","1,02 %","1,02 %","2,26 %","26,96 %","0,34 %","0,38 %","2,25 %","2,72 %","0,00 %","0,00 %",N/A,"17.186.643,01",N/A,N/A,N/A,N/A,N/A,N/A,14,"68,12",105,N/A,N/A,N/A
PORD11,Papéis,"7,64","442.992,48","0,80","0,09","1,10 %","3,32 %","6,78 %","13,85 %","1,11 %","1,13 %","1,15 %","9,15 %","-2,68 %","-1,61 %","24,58 %","356.949.241,76","9,57","0,80","0,99 %","-90,24 %","-90,15 %","-89,09 %",1,"17,63",44.853,N/A,"0,90 % a.a","15,00 % a.a"
PPEI11,Indefinido,"92,00","166.832,18",N/A,"4,25","4,76 %","4,76 %","4,76 %","9,85 %","1,59 %","0,79 %","1,41 %","4,76 %","13,58 %","18,98 %","18,98 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"29,86",0,"1,00 % a.a","0,10 % a.a",N/A
PQAG11,Imóveis Industriais e Logísticos,"54,75","1.858,26","0,99","0,47","0,84 %","2,54 %","5,19 %","10,27 %","0,85 %","0,87 %","0,86 %","6,89 %","-1,98 %","-1,15 %","9,95 %","774.657.775,67","55,36","0,99","0,85 %","-3,32 %","-2,50 %","7,11 %",1,"32,82",470,N/A,N/A,N/A
PQDP11,Shoppings,"2.419,99","172.233,09","0,72","18,33","0,74 %","2,84 %","5,69 %","11,36 %","0,95 %","0,95 %","0,95 %","7,54 %","2,16 %","2,91 %","41,92 %","334.637.324,68","3.327,70","0,73","0,77 %","6,19 %","7,01 %","3,45 %",1,"22,15",3.305,N/A,"0,23 % a.a",N/A
PRIF11,Indefinido,"103,94","154.751,35",N/A,"1,00","0,00 %","1,01 %","2,93 %","2,93 %","0,34 %","0,98 %","0,98 %","2,93 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"95,98",0,N/A,N/A,N/A
PRSV11,Lajes Corporativas,"31,00","1.215,05","0,24","14,10","7,58 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","9,59 %","2,53 %","10,30 %","17,80 %","32.299.298,46","364,23","0,09","0,44 %","-0,03 %","0,41 %","-3,81 %",1,"81,22",825,N/A,N/A,N/A
PRTS11,Shoppings,"15.303,08","3.768.438.727,79","239,82","0,05","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38",N/A,N/A,N/A,N/A,N/A,N/A,14,"18,93",8.102,N/A,N/A,N/A
PULV11,Papéis,"8,42","34.731,78","0,85","0,10","1,21 %","3,54 %","7,21 %","13,96 %","1,18 %","1,20 %","1,16 %","9,74 %","-1,38 %","-0,19 %","-4,41 %","118.185.536,29",N/A,N/A,N/A,N/A,N/A,N/A,14,"50,33",955,N/A,N/A,N/A
PVBI11,Lajes Corporativas,"74,56","2.273.758,65","0,69","0,50","0,67 %","1,96 %","3,90 %","8,38 %","0,65 %","0,65 %","0,70 %","5,44 %","-1,54 %","-0,88 %","11,29 %","2.925.180.420,68","107,82","0,69","0,46 %","4,28 %","4,77 %","13,70 %",7,"21,14",160.159,"0,80 % a.a","0,20 % a.a",N/A
QAGR11,N/A,"41,00","258.464,62","0,77","0,46","0,97 %","3,23 %","6,33 %","12,35 %","1,08 %","1,06 %","1,03 %","4,28 %","17,02 %","18,16 %","15,11 %","305.270.267,01","60,57","0,68","0,76 %","8,47 %","9,29 %","8,23 %",12,"9,70",17.348,N/A,"1,00 % a.a",N/A
QAMI11,Papéis,"84,68","67.019,00","1,33","1,00","1,17 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","11,32 %","6,69 %","7,94 %","14,22 %","118.155.565,38","92,80","0,91","1,08 %","1,42 %","2,51 %","14,58 %",14,"112,81",8.102,N/A,N/A,N/A
QIRI11,Papéis,"78,04","6.867,57","1,22","89,64","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","6,90 %","0,00 %","0,00 %",N/A,"118.155.565,38","89,61","0,87","100,03 %","-0,41 %","99,21 %","116,58 %",14,"9,65",8.102,N/A,N/A,N/A
QNTS11,Indefinido,N/A,N/A,N/A,"0,75","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"234.088.310,66",N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,135,N/A,N/A,N/A
RBCO11,Lajes Corporativas,N/A,N/A,N/A,"0,50","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,N/A,"90,22",N/A,"0,22 %","1,03 %","1,25 %","-7,08 %",0,N/A,0,N/A,N/A,N/A
RBDS11,Fundo de Desenvolvimento,"2,00","74,23","0,12","2,35","12,63 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","12,63 %","0,00 %","0,00 %",N/A,"2.083.732,47","22,98","0,09","0,00 %","0,00 %","0,00 %","0,00 %",14,"107,54",825,N/A,N/A,"20,00 % a.a"
RBFF11,Fundo de Fundos,"47,57","195.348,43","0,81","0,51","1,00 %","2,95 %","6,11 %","12,36 %","0,98 %","1,02 %","1,03 %","8,38 %","-2,12 %","-1,14 %","16,89 %","223.660.531,11","59,66","0,80","0,85 %","-6,53 %","-5,73 %","0,87 %",14,"24,56",26.581,N/A,"0,78 % a.a","20,00 % a.a"
RBGS11,Shoppings,"28,45",N/A,"0,45","0,18","0,62 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,62 %","-1,90 %","-1,29 %","-1,29 %","118.155.565,38","90,78","0,31","0,18 %","0,00 %","0,18 %","1,17 %",14,N/A,8.102,N/A,N/A,N/A
RBHG11,Papéis,"66,88","203.529,57","0,77","0,80","1,19 %","3,52 %","7,14 %","14,37 %","1,17 %","1,19 %","1,20 %","9,70 %","2,07 %","3,29 %","2,03 %","187.220.438,01","86,36","0,77","0,93 %","-6,21 %","-5,34 %","4,76 %",14,"21,42",8.538,"0,68 % a.a","0,12 % a.a",N/A
RBHY11,Papéis,"75,69","234.843,96","0,82","1,05","1,38 %","3,98 %","8,05 %","16,16 %","1,33 %","1,34 %","1,35 %","10,93 %","-6,76 %","-5,48 %","11,69 %","172.233.475,06","90,96","0,83","1,15 %","-3,36 %","-2,24 %","10,99 %",14,"17,36",3.230,"0,88 % a.a","0,12 % a.a","10,00 % a.a"
RBIF11,Indefinido,"71,65","102.956,04",N/A,"0,95","1,31 %","3,83 %","7,86 %","14,26 %","1,28 %","1,31 %","1,19 %","10,68 %","-1,87 %","-0,58 %","15,69 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"22,73",0,"0,80 % a.a",N/A,N/A
RBIR11,Fundo de Desenvolvimento,"89,36","41.983,57","0,91","2,24","2,47 %","3,63 %","6,57 %","13,27 %","1,21 %","1,10 %","1,11 %","9,66 %","4,51 %","7,09 %","30,93 %","152.595.975,59",N/A,N/A,N/A,N/A,N/A,N/A,14,"20,87",1.481,N/A,N/A,N/A
RBLG11,Imóveis Industriais e Logísticos,"38,00","494,00","0,57","0,61","0,00 %","2,25 %","5,48 %","12,32 %","0,75 %","0,91 %","1,03 %","6,73 %","0,00 %","0,00 %",N/A,"42.424.995,66","60,37","0,63","0,75 %","-39,92 %","-39,47 %","-37,26 %",1,"76,43",251,N/A,"1,00 % a.a","20,00 % a.a"
RBOP11,Lajes Corporativas,"208,19","20.359,27","0,31","3,50","0,97 %","0,00 %","0,00 %","3,53 %","0,00 %","0,00 %","0,29 %","16,71 %","-0,40 %","0,57 %","101,33 %","69.575.719,75",N/A,N/A,N/A,N/A,N/A,N/A,2,"49,14",3.016,N/A,"1,10 % a.a","20,00 % a.a"
RBRD11,Varejo,"39,94","43.499,09","0,62","0,50","1,23 %","3,88 %","7,98 %","15,60 %","1,29 %","1,33 %","1,30 %","11,09 %","-0,05 %","1,18 %","39,42 %","120.161.952,24","64,89","0,62","0,89 %","-1,96 %","-1,09 %","-3,08 %",4,"24,51",7.540,N/A,"0,17 % a.a",N/A
RBRF11,Fundo de Fundos,"6,48","1.568.736,61","0,75","0,06","0,91 %","2,63 %","5,39 %","13,07 %","0,88 %","0,90 %","1,09 %","8,19 %","-7,99 %","-7,16 %","23,98 %","1.179.291.629,99","8,62","0,75","0,71 %","-89,47 %","-89,39 %","-89,33 %",1,"17,23",117.488,"0,80 % a.a","0,20 % a.a","20,00 % a.a"
RBRI11,Fundo de Desenvolvimento,"676,40","1.823,63","0,87","173,60","20,42 %","25,54 %","50,20 %","59,58 %","8,51 %","8,37 %","4,97 %","50,20 %","0,00 %","0,00 %",N/A,"108.921.365,98",N/A,N/A,N/A,N/A,N/A,N/A,1,"174,84",128,"1,50 % a.a","0,20 % a.a",N/A
RBRL11,Imóveis Industriais e Logísticos,"82,54","309.470,83","0,78","0,75","0,89 %","2,73 %","5,97 %","12,81 %","0,91 %","1,00 %","1,07 %","8,36 %","0,80 %","1,70 %","44,71 %","701.051.598,19","104,84","0,79","0,72 %","-2,26 %","-1,56 %","6,45 %",6,"20,26",13.148,"1,00 % a.a","0,18 % a.a","20,00 % a.a"
RBRM11,Fundo de Desenvolvimento,"94.794,81",N/A,"17,88","5.302,02","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"2.860.101,93",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,54,N/A,N/A,N/A
RBRP11,Lajes Corporativas,"49,52","1.043.136,57","0,65","0,40","0,81 %","2,42 %","5,17 %","11,68 %","0,81 %","0,86 %","0,97 %","7,34 %","-1,58 %","-0,78 %","12,02 %","932.083.878,78","76,53","0,65","0,52 %","-6,33 %","-5,84 %","-2,12 %",6,"20,99",62.741,"1,00 % a.a","0,18 % a.a","20,00 % a.a"
RBRR11,Papéis,"86,31","1.885.927,78","0,94","0,95","1,08 %","3,23 %","6,82 %","13,32 %","1,08 %","1,14 %","1,11 %","9,14 %","-2,10 %","-1,04 %","29,97 %","1.377.268.379,72","91,47","0,94","1,09 %","-2,76 %","-1,70 %","1,18 %",14,"15,32",126.284,"0,80 % a.a","0,20 % a.a","20,00 % a.a"
RBRS11,Fundo de Desenvolvimento,"48,00","24.939,29","0,50","0,07","0,16 %","2,59 %","3,22 %","3,42 %","0,86 %","0,54 %","0,29 %","3,42 %","2,18 %","2,34 %","-6,78 %","166.455.464,31","95,98","0,50","1,04 %","2,01 %","3,07 %","9,24 %",4,"44,61",990,N/A,N/A,N/A
RBRX11,Indefinido,"7,77","522.006,78","0,80","0,09","1,15 %","3,45 %","6,68 %","13,25 %","1,15 %","1,11 %","1,10 %","8,96 %","-3,58 %","-2,47 %","26,86 %","284.418.181,40",N/A,N/A,N/A,N/A,N/A,N/A,14,"17,53",10.975,"1,30 % a.a",N/A,"20,00 % a.a"
RBRY11,Papéis,"92,38","1.576.001,39","0,95","1,18","1,28 %","3,72 %","7,30 %","14,27 %","1,24 %","1,22 %","1,19 %","9,80 %","-2,43 %","-1,18 %","36,60 %","1.248.153.848,44","97,74","0,95","1,18 %","-2,15 %","-1,00 %","4,11 %",14,"15,02",60.359,"1,10 % a.a","0,20 % a.a","20,00 % a.a"
RBTS11,Fundo de Desenvolvimento,"350,00","3.302,70","0,92","6,19","0,00 %","0,00 %","12,69 %","99,32 %","0,00 %","2,12 %","8,28 %","26,82 %","0,00 %","0,00 %",N/A,"21.446.476,27","380,02","0,92","1,63 %","-65,26 %","-64,69 %","-58,05 %",14,"357,11",138,N/A,"1,32 % a.a","17,50 % a.a"
RBVA11,Varejo,"8,42","1.223.618,70","0,79","0,09","1,07 %","3,17 %","6,54 %","13,03 %","1,06 %","1,09 %","1,09 %","8,81 %","-1,29 %","-0,23 %","4,20 %","1.656.031.805,15","10,61","0,79","0,85 %","-90,30 %","-90,22 %","-88,35 %",82,"16,19",75.009,N/A,"0,65 % a.a",N/A
RBVO11,Papéis,"5,32","1.143,43","0,95","5,66","106,30 %","0,00 %","0,00 %","106,30 %","0,00 %","0,00 %","8,86 %","168,13 %","-80,93 %","-60,65 %","146,57 %","2.882.596,37",N/A,N/A,"0,00 %","-100,00 %","0,00 %","0,00 %",14,"63,52",6.943,"0,65 % a.a","0,10 % a.a","20,00 % a.a"
RCFF11,Fundo de Fundos,"98,00","588,00","0,99","3,55","3,63 %","3,63 %","9,04 %","37,94 %","1,21 %","1,51 %","3,79 %","9,04 %","-0,11 %","3,51 %","59,17 %","31.856.035,96","98,56","0,99","3,60 %","7,75 %","11,63 %","12,01 %",14,"133,51",127,N/A,N/A,N/A
RCRB11,Lajes Corporativas,"126,62","712.375,65","0,64","0,92","0,72 %","1,40 %","3,56 %","8,44 %","0,47 %","0,59 %","0,70 %","5,02 %","-5,19 %","-4,51 %","20,69 %","725.291.155,97","196,52","0,64","0,23 %","-5,22 %","-5,00 %","4,28 %",9,"29,66",26.502,N/A,"0,70 % a.a",N/A
RDCI11,Indefinido,N/A,N/A,N/A,"1,44","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"236.780.267,53",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,129,N/A,N/A,N/A
RDPD11,Papéis,"22,96","98.337,21","1,06","0,30","1,32 %","6,39 %","20,10 %","48,89 %","2,13 %","3,35 %","4,07 %","29,45 %","7,36 %","8,77 %","-0,47 %","24.085.452,18","33,95","0,68","0,94 %","-37,05 %","-36,45 %","-36,01 %",0,"54,16",3.141,N/A,N/A,N/A
RECD11,Papéis,"8,43","1.044,65","1,04","0,11","1,31 %","20,43 %","24,16 %","29,11 %","6,81 %","4,03 %","3,23 %","27,35 %","-7,24 %","-6,03 %","9,30 %","44.164.734,30",N/A,N/A,N/A,N/A,N/A,N/A,0,"79,29",312,N/A,N/A,N/A
RECM11,Papéis,"8,70","2.332,68","0,90","0,12","1,35 %","4,18 %","8,21 %","11,53 %","1,39 %","1,37 %","1,44 %","10,61 %","5,69 %","7,11 %","13,93 %","81.115.221,15",N/A,N/A,N/A,N/A,N/A,N/A,0,"74,10",703,N/A,N/A,N/A
RECR11,Papéis,"81,85","1.675.083,65","0,93","0,95","1,14 %","3,57 %","8,00 %","16,03 %","1,19 %","1,33 %","1,34 %","11,02 %","-3,06 %","-1,96 %","41,47 %","2.332.147.891,22","88,20","0,93","1,15 %","-7,48 %","-6,42 %","6,51 %",1,"17,81",171.681,N/A,"0,20 % a.a",N/A
RECT11,Lajes Corporativas,"30,96","226.422,13","0,34","0,37","1,22 %","3,48 %","6,89 %","14,75 %","1,16 %","1,15 %","1,23 %","9,62 %","-5,25 %","-4,09 %","29,54 %","777.125.971,60","90,96","0,34","0,41 %","-2,90 %","-2,51 %","-0,42 %",9,"23,85",52.769,N/A,"0,17 % a.a",N/A
RECX11,Fundo de Fundos,"67,99","2.656,22","0,94","12,37","18,19 %","0,00 %","0,00 %","36,46 %","0,00 %","0,00 %","3,04 %","24,82 %","0,00 %","18,19 %","28,18 %","15.823.826,78","73,69","0,92","0,81 %","-5,69 %","-4,93 %","-9,90 %",14,"12,93",577,N/A,N/A,N/A
REIT11,Papéis,"85,00","42,50","0,27","2,91","0,00 %","0,00 %","0,00 %","5,20 %","0,00 %","0,00 %","0,43 %","2,76 %","0,00 %","0,00 %",N/A,"8.209.196,54",N/A,N/A,N/A,N/A,N/A,N/A,1,"89,22",62,N/A,N/A,N/A
RELG11,Imóveis Industriais e Logísticos,"66,21","420.544,00","0,79","0,80","1,18 %","3,15 %","6,39 %","11,07 %","1,05 %","1,07 %","0,92 %","9,03 %","-7,60 %","-6,51 %","42,78 %","112.188.906,95","84,06","0,79","0,89 %","-31,15 %","-30,54 %","-24,66 %",5,"42,72",4.192,"1,00 % a.a","0,18 % a.a",N/A
RENV11,Serviços Financeiros Diversos,"5,58","9.774,13","0,60","0,04","0,71 %","0,71 %","1,05 %","4,40 %","0,71 %","0,21 %","0,88 %","1,05 %","-9,92 %","-9,28 %","-41,17 %","9.678.738,83",N/A,N/A,N/A,N/A,N/A,N/A,14,"139,50",512,"1,13 % a.a","0,12 % a.a","20,00 % a.a"
