Fundos,Setor,Preço Atual (R$),Liquidez Diária (R$),P/VP,Último Dividendo,Dividend Yield,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) média,DY (6M) média,DY (12M) média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líquido,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. Período,Rentab. Patr. Acumulada,Quant. Ativos,Volatilidade,Num. Cotistas,Tax. Gestão,Tax. Performance,Tax. Administração
HAAA11,Lajes Corporativas,"52,50","2.688,53","0,79","0,08","0,16 %","1,21 %","2,05 %","4,92 %","0,40 %","0,34 %","0,41 %","4,20 %","-1,49 %","-1,33 %","63,60 %","229.720.484,20","66,49","0,79","0,12 %","-25,84 %","-25,75 %","-24,55 %",2,"74,69",218,N/A,N/A,N/A
HABT11,Papéis,"77,73","1.022.840,43","0,81","1,05","1,33 %","4,05 %","8,21 %","17,03 %","1,35 %","1,37 %","1,42 %","12,91 %","-2,92 %","-1,63 %","33,96 %","777.039.118,42","95,61","0,81","1,10 %","-4,18 %","-3,13 %","13,42 %",14,"16,39",60.506,"1,26 % a.a",N/A,"20,00 % a.a"
HBCR11,Indefinido,"129,39","666.724,00","1,04","0,57","0,00 %","0,00 %","1,33 %","10,62 %","0,00 %","0,22 %","0,89 %","8,32 %","0,00 %","0,00 %",N/A,"199.495.622,37",N/A,N/A,N/A,N/A,N/A,N/A,3,"76,66",35,N/A,"0,18 % a.a","20,00 % a.a"
HBRH11,Lajes Corporativas,"90,80","14.627,00","0,80","0,50","0,55 %","1,65 %","6,85 %","9,22 %","0,55 %","1,14 %","0,77 %","9,22 %","1,00 %","1,56 %","2,46 %","316.852.348,31","112,23","0,81","0,45 %","-0,86 %","-0,42 %","7,60 %",5,"13,98",720,N/A,"0,86 % a.a",N/A
HCHG11,Papéis,"74,99","8.605,19","0,80","0,65","0,82 %","2,87 %","6,42 %","14,46 %","0,96 %","1,07 %","1,21 %","10,57 %","1,14 %","1,97 %","38,81 %","112.666.831,15","93,89","0,80","0,76 %","-7,15 %","-6,45 %","8,04 %",14,"39,15",596,"0,70 % a.a","0,20 % a.a",N/A
HCRA11,Indefinido,"10,22","0,83","0,13","14,85","145,30 %","0,00 %","148,99 %","241,63 %","0,00 %","24,83 %","20,14 %","233,94 %","2,20 %","150,70 %","11,17 %","55.039.698,98",N/A,N/A,"0,00 %","0,00 %","0,00 %","0,00 %",0,"1.306,68",113,N/A,"1,20 % a.a",N/A
HCRI11,Hospitalar,"287,45","34.834,76","0,88","2,73","0,94 %","3,12 %","6,39 %","13,02 %","1,04 %","1,07 %","1,09 %","9,66 %","11,84 %","12,90 %","34,48 %","65.177.858,47","325,89","0,88","0,84 %","5,82 %","6,71 %","14,20 %",1,"36,69",2.980,N/A,"2,00 % a.a",N/A
HCTR11,Papéis,"22,44","693.676,10","0,22","0,30","1,32 %","4,23 %","8,48 %","20,84 %","1,41 %","1,41 %","1,74 %","16,21 %","-0,91 %","0,39 %","11,14 %","2.300.499.467,21","104,17","0,22","0,29 %","-14,18 %","-13,93 %","1,48 %",14,"38,11",137.472,"0,99 % a.a","0,21 % a.a","10,00 % a.a"
HDEL11,Imóveis Industriais e Logísticos,"100,01","16,67","0,92","14,03","0,00 %","0,00 %","0,00 %","11,84 %","0,00 %","0,00 %","1,69 %","0,00 %","0,00 %","0,00 %",N/A,"91.223.658,80",N/A,N/A,N/A,N/A,N/A,N/A,1,"61,96",108,N/A,"1,50 % a.a","20,00 % a.a"
HFOF11,Fundo de Fundos,"6,14","1.096.351,10","0,84","0,06","0,95 %","2,86 %","5,85 %","12,14 %","0,95 %","0,98 %","1,01 %","9,12 %","0,51 %","1,46 %","21,16 %","1.675.236.708,81","7,28","0,84","0,77 %","-91,00 %","-90,93 %","-90,55 %",14,"15,06",74.298,N/A,"0,60 % a.a","20,00 % a.a"
HGAG11,Indefinido,"14,70","371,73","0,63","0,12","0,79 %","9,42 %","11,36 %","18,82 %","3,14 %","1,89 %","1,57 %","14,04 %","2,84 %","3,65 %","50,55 %","5.832.186,37","23,49","0,63","0,43 %","0,00 %","0,00 %","0,00 %",0,"131,06",1.092,"1,00 % a.a",N/A,"20,00 % a.a"
HGBL11,Misto,"8,45","201.265,00","0,90","0,07","0,85 %","2,69 %","5,28 %","13,04 %","0,90 %","0,88 %","1,09 %","8,33 %","-1,17 %","-0,33 %","-4,16 %","236.588.282,63",N/A,N/A,N/A,N/A,N/A,N/A,1,"15,05",4.618,"0,50 % a.a","0,10 % a.a",N/A
HGBS11,Shoppings,"19,91","2.052.010,62","0,93","0,15","0,78 %","2,41 %","4,92 %","10,37 %","0,80 %","0,82 %","0,86 %","7,74 %","3,79 %","4,60 %","15,68 %","2.783.066.265,17","21,55","0,92","0,70 %","-90,29 %","-90,22 %","-89,17 %",18,"14,78",133.915,N/A,"0,60 % a.a",N/A
HGCR11,Papéis,"94,86","2.268.815,86","0,98","1,05","1,14 %","3,39 %","6,80 %","13,51 %","1,13 %","1,13 %","1,13 %","10,30 %","-1,62 %","-0,50 %","16,46 %","1.491.699.899,78","96,75","0,98","1,09 %","-4,17 %","-3,13 %","10,15 %",14,"13,26",100.378,N/A,"0,80 % a.a","20,00 % a.a"
HGFF11,Fundo de Fundos,"62,38","1.552.502,00","0,77","0,68","0,00 %","2,09 %","5,06 %","12,40 %","0,70 %","0,84 %","1,03 %","9,29 %","0,00 %","0,00 %",N/A,"231.523.973,64","80,85","0,77","0,84 %","-6,90 %","-6,11 %","-1,10 %",14,"17,61",14.789,N/A,"0,80 % a.a","20,00 % a.a"
HGIC11,Papéis,"67,69","6.066,24","0,61","0,80","1,15 %","3,49 %","6,84 %","14,07 %","1,16 %","1,14 %","1,17 %","10,39 %","1,62 %","2,79 %","-6,50 %","51.127.611,33","110,50","0,61","0,72 %","-3,68 %","-2,98 %","15,35 %",2,"56,56",614,N/A,N/A,N/A
HGLG11,Imóveis Industriais e Logísticos,"159,24","5.814.144,00","0,98","1,10","0,71 %","2,13 %","4,28 %","8,83 %","0,71 %","0,71 %","0,74 %","6,55 %","1,20 %","1,92 %","15,82 %","5.481.068.156,41","162,22","0,98","0,68 %","5,32 %","6,03 %","22,92 %",28,"12,31",511.893,N/A,"0,60 % a.a",N/A
HGPO11,Lajes Corporativas,"137,35","114.547,57","0,96","57,05","48,22 %","0,00 %","0,00 %","49,77 %","0,00 %","0,00 %","4,15 %","62,51 %","5,05 %","55,71 %","101,25 %","251.380.456,77","155,61","0,88","36,66 %","-48,02 %","-28,96 %","-15,36 %",2,"11,57",10.008,N/A,N/A,N/A
HGRE11,Lajes Corporativas,"116,90","1.327.688,71","0,75","0,85","0,75 %","3,71 %","6,03 %","11,10 %","1,24 %","1,01 %","0,93 %","8,64 %","2,67 %","3,44 %","31,19 %","1.840.413.893,02","155,73","0,75","0,55 %","-0,74 %","-0,20 %","0,11 %",13,"20,84",141.119,N/A,"1,00 % a.a",N/A
HGRS11,Imóveis Residenciais,N/A,N/A,N/A,"29,32","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38","92,86",N/A,"0,00 %","0,00 %","0,00 %","0,00 %",14,N/A,8.102,N/A,N/A,N/A
HGRU11,Misto,"126,27","3.724.429,19","0,99","0,95","0,76 %","2,80 %","5,10 %","10,96 %","0,93 %","0,85 %","0,91 %","8,53 %","1,57 %","2,34 %","27,89 %","2.970.316.021,61","127,82","0,99","0,74 %","4,01 %","4,78 %","19,12 %",103,"13,16",221.186,N/A,"0,70 % a.a","20,00 % a.a"
HILG11,Indefinido,"184,96","186,67","0,91","1,46","0,00 %","0,00 %","1,46 %","5,83 %","0,00 %","0,24 %","0,49 %","3,51 %","0,00 %","0,00 %",N/A,"107.325.507,64",N/A,N/A,N/A,N/A,N/A,N/A,1,"16,75",104,N/A,N/A,N/A
HLOG11,Imóveis Industriais e Logísticos,"8,83","139.102,57","0,80","0,07","0,85 %","2,51 %","4,99 %","8,82 %","0,84 %","0,83 %","0,74 %","7,27 %","0,98 %","1,84 %","14,44 %","468.833.824,98","11,03","0,80","0,63 %","-90,53 %","-90,47 %","-89,43 %",3,"12,99",3.830,N/A,"0,80 % a.a",N/A
HOFC11,Lajes Corporativas,"29,50","583.140,48","0,51","0,21","0,65 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","2,01 %","75,72 %","76,86 %","67,59 %","218.534.150,84",N/A,N/A,N/A,N/A,N/A,N/A,3,"48,00",4.986,N/A,"0,83 % a.a","-1,00 % a.a"
HOSI11,Imóveis Residenciais,"84,93","5.935,95","0,78","0,63","0,76 %","2,25 %","4,36 %","9,82 %","0,75 %","0,73 %","0,82 %","6,77 %","-0,95 %","-0,20 %","4,50 %","62.213.731,30","108,49","0,78","0,60 %","17,85 %","18,55 %","25,42 %",14,"38,73",1.143,N/A,"0,35 % a.a","20,00 % a.a"
HPDP11,Shoppings,"89,29","2.619,20","0,97","0,56","0,00 %","0,64 %","2,58 %","6,51 %","0,64 %","0,43 %","0,54 %","4,57 %","0,00 %","0,00 %",N/A,"303.942.272,29","92,44","0,97","0,61 %","3,56 %","4,19 %","3,95 %",1,"35,31",355,N/A,"0,50 % a.a",N/A
HRDF11,Fundo de Desenvolvimento,"4,50","2.154,43","0,66","6,80","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"10.384.402,31",N/A,N/A,N/A,N/A,N/A,N/A,14,"73,42",897,N/A,"0,75 % a.a",N/A
HREC11,Papéis,"8,21","102.583,76","0,94","0,09","1,03 %","3,15 %","6,48 %","13,37 %","1,05 %","1,08 %","1,11 %","10,14 %","-1,20 %","-0,18 %","24,55 %","448.972.990,73","8,69","0,94","0,98 %","-90,22 %","-90,13 %","-89,13 %",14,"19,72",2.557,N/A,"0,80 % a.a","20,00 % a.a"
HRES11,Imóveis Residenciais,"147,64","2.953,00","1,16","2,19","0,00 %","0,00 %","2,52 %","6,65 %","0,00 %","0,42 %","0,74 %","5,58 %","0,00 %","0,00 %",N/A,"59.741.289,21",N/A,N/A,N/A,N/A,N/A,N/A,14,"1,37",137,N/A,N/A,N/A
HSAF11,Papéis,"79,42","413.783,38","0,90","0,95","1,21 %","3,66 %","7,36 %","15,44 %","1,22 %","1,23 %","1,29 %","12,00 %","1,03 %","2,25 %","29,89 %","222.186.165,58","87,95","0,90","1,08 %","-3,71 %","-2,67 %","6,18 %",14,"22,89",8.689,N/A,"1,00 % a.a","20,00 % a.a"
HSLG11,Imóveis Industriais e Logísticos,"85,99","1.006.458,90","0,78","0,67","0,85 %","2,48 %","4,86 %","10,69 %","0,83 %","0,81 %","0,89 %","7,78 %","-1,24 %","-0,40 %","14,10 %","1.395.252.497,09","110,21","0,78","0,60 %","5,02 %","5,65 %","7,12 %",6,"17,73",40.736,N/A,"0,85 % a.a","20,00 % a.a"
HSML11,Shoppings,"86,51","3.994.714,86","0,83","0,67","0,81 %","2,42 %","4,78 %","10,77 %","0,81 %","0,80 %","0,90 %","7,78 %","4,70 %","5,55 %","16,50 %","2.220.513.169,05","103,40","0,84","0,64 %","5,96 %","6,64 %","12,22 %",13,"17,23",186.907,"1,05 % a.a",N/A,"20,00 % a.a"
HSRE11,Misto,"101,97","48.041,90","1,14","0,85","0,88 %","3,50 %","5,49 %","11,58 %","1,17 %","0,92 %","0,97 %","8,08 %","-3,63 %","-2,78 %","15,36 %","796.625.759,91","89,52","1,14","0,95 %","-6,79 %","-5,90 %","0,08 %",22,"29,95",373,N/A,"0,85 % a.a","20,00 % a.a"
HTMX11,Hotéis,"139,63","538.006,33","0,96","1,05","0,75 %","2,65 %","4,94 %","14,42 %","0,88 %","0,82 %","1,20 %","9,13 %","-3,52 %","-2,80 %","8,64 %","419.340.272,34","145,20","0,96","0,84 %","3,46 %","4,32 %","20,72 %",21,"17,93",36.615,N/A,"0,50 % a.a","20,00 % a.a"
HUCG11,Hospitalar,"99,99","1.126,83","0,97","0,70","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"116.240.718,19",N/A,N/A,N/A,N/A,N/A,N/A,2,"68,77",233,N/A,N/A,N/A
HUSC11,Hospitalar,"97,89","1.639,13","0,66","0,86","0,93 %","1,86 %","4,65 %","10,49 %","0,62 %","0,78 %","0,87 %","7,75 %","0,00 %","0,00 %",N/A,"127.136.029,12","149,43","0,66","0,58 %","1,83 %","2,41 %","10,79 %",2,"54,47",150,N/A,"0,35 % a.a",N/A
HUSI11,Hospitalar,"1.241,00","1.241,00","0,99","8,42","0,00 %","0,67 %","2,10 %","6,39 %","0,67 %","0,35 %","0,53 %","0,71 %","0,00 %","0,00 %",N/A,"145.256.015,59","1.248,31","0,99","0,67 %","25,69 %","26,53 %","33,09 %",14,"44,24",100,N/A,N/A,N/A
IAAG11,Indefinido,"7,83","112.937,81","0,80","0,12","1,54 %","4,54 %","8,63 %","16,26 %","1,51 %","1,44 %","1,36 %","12,97 %","3,32 %","4,91 %","13,16 %","102.683.263,75","9,82","0,80","1,12 %","0,00 %","0,00 %","0,00 %",0,"26,49",12.998,N/A,"1,15 % a.a","20,00 % a.a"
IAGR11,Indefinido,"3,89","13.982,76","0,63","0,01","0,15 %","0,00 %","0,45 %","1,87 %","0,00 %","0,45 %","0,16 %","1,03 %","-3,18 %","-3,03 %","45,49 %","17.346.686,43","6,26","0,62","0,10 %","0,00 %","0,00 %","0,00 %",0,"32,12",3.554,"0,80 % a.a","0,20 % a.a","20,00 % a.a"
IBBP11,Indefinido,"7,50","8.772,76","0,84","0,07","0,94 %","2,66 %","4,40 %","6,97 %","0,89 %","0,73 %","0,87 %","6,97 %","-6,27 %","-5,38 %","-9,04 %","398.731.792,73",N/A,N/A,N/A,N/A,N/A,N/A,24,"57,89",500,N/A,N/A,N/A
IBCR11,Papéis,"49,60","104.894,48","0,56","0,70","1,39 %","4,23 %","9,03 %","18,73 %","1,41 %","1,51 %","1,56 %","14,21 %","-6,55 %","-5,25 %","15,07 %","85.580.682,81","89,29","0,56","0,84 %","-4,93 %","-4,13 %","3,98 %",14,"17,36",3.868,"0,80 % a.a","0,20 % a.a","20,00 % a.a"
IBFF11,Fundo de Fundos,"66,40","162.549,50","1,04","14,79","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","6,25 %","0,00 %","0,00 %",N/A,"118.155.565,38","14,78","4,49","100,08 %","-79,09 %","-58,15 %","-58,47 %",14,"4,20",8.102,N/A,N/A,N/A
ICNE11,Imóveis Residenciais,"653,96",N/A,"0,92","0,31","0,00 %","0,00 %","0,00 %","5,87 %","0,00 %","0,00 %","0,49 %","7,64 %","0,00 %","0,00 %",N/A,"84.924.325,35",N/A,N/A,N/A,N/A,N/A,N/A,14,"6,82",5,N/A,N/A,N/A
ICRI11,Misto,"91,35","581.540,14","0,91","0,95","1,04 %","3,39 %","6,98 %","15,90 %","1,13 %","1,16 %","1,33 %","11,37 %","-1,73 %","-0,71 %","20,24 %","385.945.294,18",N/A,N/A,N/A,N/A,N/A,N/A,14,"19,07",8.625,N/A,"1,00 % a.a",N/A
IDFI11,Indefinido,"2,00","2.592,80","1,25","1,56","78,04 %","0,00 %","0,00 %","177,38 %","0,00 %","0,00 %","14,78 %","1.043,04 %","-54,34 %","-18,70 %","44.259,43 %","3.283.391,87","1,60","1,25","269,79 %","-97,14 %","-89,43 %","-91,38 %",1,"57,48",617,N/A,N/A,N/A
IDGR11,Misto,"1,50","332,83","16,67","0,09","5,99 %","0,00 %","0,00 %","47,23 %","0,00 %","0,00 %","3,94 %","5,99 %","-50,98 %","-48,04 %","-48,04 %","79.368,95",N/A,N/A,N/A,N/A,N/A,N/A,1,"115,91",171,N/A,N/A,N/A
IDUA11,Imóveis Comerciais - Outros,"64,42",N/A,"0,98","1,27","0,00 %","0,00 %","0,00 %","8,61 %","0,00 %","0,00 %","0,72 %","12,00 %","0,00 %","0,00 %",N/A,"26.449.439,73",N/A,N/A,N/A,N/A,N/A,N/A,14,"3,91",1,N/A,N/A,N/A
IFRA11,Indefinido,"99,90","2.049.345,19",N/A,"0,90","0,93 %","3,80 %","6,89 %","13,83 %","1,27 %","1,15 %","1,15 %","10,33 %","0,22 %","1,15 %","19,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"19,22",0,N/A,"0,85 % a.a",N/A
IFRI11,Misto,"100,20","1.925.958,10",N/A,"1,20","1,22 %","4,81 %","6,80 %","14,60 %","1,60 %","1,13 %","1,22 %","11,17 %","0,87 %","2,10 %","28,03 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"16,85",0,N/A,"0,85 % a.a",N/A
IMOV11,Indefinido,N/A,N/A,N/A,"0,09","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"496.602.960,93",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,13.026,N/A,"1,50 % a.a","20,00 % a.a"
INFA11,Outros,"9,82",N/A,N/A,"0,09","0,00 %","0,00 %","1,84 %","16,31 %","0,00 %","0,31 %","2,04 %","14,56 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"2,41",0,N/A,N/A,N/A
INFB11,Indefinido,"99,48","13.014,50",N/A,"1,00","0,99 %","0,00 %","2,12 %","5,29 %","0,00 %","0,53 %","1,32 %","2,12 %","14,99 %","16,13 %","11,90 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"90,32",0,N/A,N/A,N/A
INLG11,Imóveis Industriais e Logísticos,"74,40","167.707,33","0,74","0,76","1,04 %","3,15 %","6,41 %","13,37 %","1,05 %","1,07 %","1,11 %","9,96 %","0,62 %","1,67 %","22,25 %","451.510.116,44",N/A,N/A,N/A,N/A,N/A,N/A,5,"18,50",16.990,N/A,"0,46 % a.a",N/A
INRD11,Fundo de Desenvolvimento,"74,00","44.448,24","0,62","0,64","0,89 %","2,61 %","5,42 %","11,18 %","0,87 %","0,90 %","0,93 %","8,41 %","1,37 %","2,27 %","24,75 %","134.160.107,87",N/A,N/A,N/A,N/A,N/A,N/A,5,"19,18",6.822,N/A,"1,00 % a.a",N/A
IRDM11,Papéis,"61,11","3.121.042,76","0,76","0,70","1,14 %","3,66 %","7,28 %","15,48 %","1,22 %","1,21 %","1,29 %","11,46 %","-0,66 %","0,47 %","22,27 %","2.918.626.316,97","80,11","0,76","0,97 %","-13,67 %","-12,83 %","-9,34 %",1,"15,78",269.067,"0,83 % a.a","0,17 % a.a",N/A
IRIF11,Papéis,"8,68","51.657,71",N/A,"0,11","1,27 %","1,27 %","5,22 %","6,43 %","0,42 %","0,87 %","1,07 %","6,43 %","2,24 %","3,54 %","10,55 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"37,34",0,N/A,N/A,N/A
IRIM11,Indefinido,"66,14","80.599,76","0,77","0,72","1,09 %","3,63 %","7,37 %","16,12 %","1,21 %","1,23 %","1,34 %","11,85 %","-1,08 %","-0,00 %","33,81 %","164.695.913,13","85,78","0,77","0,94 %","-11,86 %","-11,03 %","-7,64 %",14,"19,23",3.062,"0,83 % a.a","0,15 % a.a",N/A
ISCJ11,Papéis,"30,21","9.279,58","0,18","55,41","69,26 %","69,26 %","104,79 %","108,02 %","23,09 %","17,47 %","9,00 %","111,02 %","0,00 %","0,00 %",N/A,"32.247.797,88",N/A,N/A,N/A,N/A,N/A,N/A,14,"412,03",69,N/A,N/A,N/A
ITIP11,Papéis,"63,62","87.668,14","0,94","0,78","1,22 %","3,68 %","7,29 %","13,71 %","1,23 %","1,22 %","1,14 %","10,63 %","-2,18 %","-0,99 %","13,68 %","50.874.206,47","68,00","0,94","1,18 %","-15,10 %","-14,10 %","-12,05 %",14,"13,75",8.477,N/A,N/A,N/A
ITIT11,Fundo de Fundos,"68,65","115.298,71","0,92","0,63","0,94 %","2,77 %","5,55 %","11,24 %","0,92 %","0,93 %","0,94 %","8,50 %","-2,03 %","-1,11 %","14,83 %","67.415.241,06","74,86","0,92","0,84 %","-5,19 %","-4,39 %","2,02 %",14,"12,75",10.088,N/A,"0,30 % a.a",N/A
ITRI11,Shoppings,"80,42","865.928,86","0,87","0,82","1,08 %","3,21 %","6,28 %","12,97 %","1,07 %","1,05 %","1,08 %","9,58 %","-3,09 %","-2,04 %","14,96 %","576.532.525,20",N/A,N/A,N/A,N/A,N/A,N/A,14,"17,10",13.960,N/A,"1,20 % a.a","-1,00 % a.a"
IVCI11,Papéis,"96,86",N/A,"0,98","0,82","0,00 %","0,00 %","2,61 %","8,33 %","0,00 %","0,44 %","0,93 %","5,17 %","0,00 %","0,00 %",N/A,"49.276.911,16",N/A,N/A,N/A,N/A,N/A,N/A,0,"3,36",16,N/A,N/A,N/A
JASC11,Imóveis Comerciais - Outros,"100,01","21.896,43","0,88","0,68","0,00 %","0,00 %","1,28 %","4,97 %","0,00 %","0,21 %","0,41 %","3,16 %","0,00 %","0,00 %",N/A,"395.048.968,54",N/A,N/A,N/A,N/A,N/A,N/A,19,"54,78",165,N/A,N/A,N/A
JBFO11,Papéis,"15,03","82,00","1,94","0,04","0,00 %","0,00 %","0,50 %","111,75 %","0,00 %","0,50 %","9,31 %","0,77 %","0,00 %","0,00 %",N/A,"9.919.792,95",N/A,N/A,N/A,N/A,N/A,N/A,14,"103,63",369,N/A,N/A,N/A
JCCJ11,Papéis,"163,66","155.512,33","0,87","0,34","0,00 %","0,21 %","0,73 %","2,47 %","0,21 %","0,73 %","0,21 %","1,58 %","0,00 %","0,00 %",N/A,"314.975.563,83",N/A,N/A,N/A,N/A,N/A,N/A,14,"19,28",121,N/A,N/A,N/A
JCIN11,Fundo de Fundos,"150,00","21.876.750,00","0,95","0,62","0,00 %","0,00 %","0,37 %","2,74 %","0,00 %","0,37 %","0,23 %","1,52 %","0,00 %","0,00 %",N/A,"207.953.728,58",N/A,N/A,N/A,N/A,N/A,N/A,14,"23,38",4,N/A,N/A,N/A
JFLL11,Imóveis Residenciais,"68,00","38.301,10","0,63","0,80","1,18 %","2,34 %","4,82 %","9,65 %","0,78 %","0,80 %","0,80 %","7,27 %","-1,16 %","0,00 %","8,29 %","161.050.615,90","107,32","0,63","0,37 %","6,28 %","6,67 %","15,92 %",233,"17,67",2.514,N/A,"1,15 % a.a",N/A
JGPX11,Indefinido,"71,20","272.936,43","0,75","1,22","1,71 %","4,46 %","7,21 %","14,25 %","1,49 %","1,20 %","1,19 %","10,48 %","1,27 %","3,01 %","44,59 %","205.928.866,53","96,17","0,74","1,25 %","0,21 %","1,46 %","12,50 %",0,"33,06",5.743,"1,00 % a.a","0,18 % a.a","20,00 % a.a"
JMBI11,Outros,"85,65","746.685,24",N/A,"1,16","1,34 %","4,18 %","8,18 %","12,26 %","1,39 %","1,36 %","1,11 %","12,26 %","2,82 %","4,20 %","19,32 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"39,47",0,N/A,"1,25 % a.a","20,00 % a.a"
JPPA11,Papéis,"78,47","66.099,19","0,80","1,06","1,32 %","4,25 %","8,26 %","17,63 %","1,42 %","1,38 %","1,47 %","13,27 %","2,89 %","4,24 %","28,03 %","88.220.895,08","97,58","0,80","1,09 %","-0,75 %","0,33 %","12,91 %",14,"14,47",6.577,N/A,"1,05 % a.a","20,00 % a.a"
JSAF11,Fundo de Fundos,"7,75","1.580.184,29","0,87","0,09","1,15 %","3,57 %","7,18 %","14,89 %","1,19 %","1,20 %","1,24 %","11,35 %","0,14 %","1,29 %","12,70 %","690.136.713,71","8,90","0,87","1,02 %","-90,53 %","-90,43 %","-89,67 %",14,"24,19",21.999,"1,00 % a.a",N/A,"20,00 % a.a"
JSCR11,Papéis,"8,02","241.711,90","0,86","0,10","1,18 %","3,49 %","7,05 %","58,83 %","1,16 %","1,18 %","4,90 %","22,94 %","-2,18 %","-1,03 %","39,81 %","206.643.404,44",N/A,N/A,N/A,N/A,N/A,N/A,14,"30,87",3.589,N/A,"1,00 % a.a","10,00 % a.a"
JSRE11,Misto,"61,82","1.545.818,67","0,61","0,48","0,77 %","2,25 %","4,61 %","9,90 %","0,75 %","0,77 %","0,83 %","7,34 %","-1,93 %","-1,18 %","24,53 %","2.117.761.319,72","101,98","0,61","0,47 %","-9,73 %","-9,30 %","-5,33 %",6,"19,09",86.486,N/A,"1,00 % a.a","20,00 % a.a"
JURO11,Indefinido,"99,95","3.442.364,14",N/A,"1,00","1,02 %","3,09 %","6,26 %","11,97 %","1,03 %","1,04 %","1,00 %","8,82 %","1,34 %","2,37 %","14,82 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"15,64",0,N/A,"1,00 % a.a",N/A
KCRE11,Indefinido,"8,50","354.140,05","0,90","0,09","1,05 %","3,57 %","7,69 %","14,61 %","1,19 %","1,28 %","1,22 %","11,66 %","-0,69 %","0,35 %","20,72 %","339.038.078,23","9,42","0,90","1,17 %","-90,38 %","-90,27 %","-90,16 %",14,"16,33",15.827,N/A,"1,20 % a.a",N/A
KDIF11,Indefinido,"123,24","2.898.309,90",N/A,"1,00","0,82 %","2,67 %","6,02 %","12,36 %","0,89 %","1,00 %","1,03 %","9,39 %","2,14 %","2,98 %","16,02 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"16,96",0,N/A,"1,11 % a.a",N/A
KDOL11,Misto,"93,00","92.376,57","0,95","0,50","0,54 %","1,58 %","3,03 %","5,05 %","0,53 %","0,51 %","0,56 %","4,52 %","0,70 %","1,25 %","-1,33 %","65.919.149,56","98,24","0,95","0,46 %","0,00 %","0,00 %","0,00 %",0,"22,70",1.874,N/A,"1,00 % a.a",N/A
KEVE11,Fundo de Desenvolvimento,"887,98","72.589,67","1,56","34,53","0,00 %","0,00 %","1,54 %","30,99 %","0,00 %","0,26 %","2,58 %","8,59 %","0,00 %","0,00 %",N/A,"84.191.580,80","557,95","1,59","6,19 %","-40,15 %","-36,44 %","-38,89 %",14,"196,67",441,N/A,"1,45 % a.a","20,00 % a.a"
KFEN11,Indefinido,"1.100,00","1.571,43","1,17","8,11","0,00 %","0,00 %","2,33 %","4,40 %","0,00 %","0,39 %","0,63 %","4,40 %","0,00 %","0,00 %",N/A,"168.309.735,79",N/A,N/A,N/A,N/A,N/A,N/A,14,"31,84",129,N/A,N/A,N/A
KFOF11,Fundo de Fundos,"82,41","823.170,33","0,94","0,80","1,01 %","2,92 %","5,83 %","12,40 %","0,97 %","0,97 %","1,03 %","9,26 %","2,36 %","3,40 %","24,55 %","617.251.205,38","88,00","0,94","0,85 %","-3,16 %","-2,33 %","3,11 %",14,"16,76",29.434,N/A,"0,92 % a.a","20,00 % a.a"
KINP11,Fundo de Desenvolvimento,"10,00","38.394,20","0,16","2,90","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","19,95 %","0,00 %","0,00 %",N/A,"118.155.565,38",N/A,N/A,"0,00 %","-100,00 %","0,00 %","0,00 %",14,"12,74",8.102,N/A,N/A,N/A
KISU11,Fundo de Fundos,"6,75","555.697,29","0,85","0,07","1,04 %","3,10 %","6,16 %","12,35 %","1,03 %","1,03 %","1,03 %","9,40 %","-1,18 %","-0,15 %","12,31 %","350.704.593,33","7,94","0,85","0,88 %","-8,95 %","-8,14 %","-6,02 %",14,"18,48",104.130,N/A,"0,60 % a.a",N/A
